id_redacao,total_sentencas,sentencas_introducao,sentencas_argumentacao,sentencas_conclusao,media_palavras_sentenca_com_sw,media_palavras_sentenca_sem_sw,total_paragrafos,paragrafos_introducao,paragrafos_argumentacao,paragrafos_conclusao,media_palavras_paragrafo_com_sw,media_palavras_paragrafo_sem_sw,projeto_texto,total_palavras_com_sw,palavras_unicas_com_sw,diversidade_lexical_com_sw,total_palavras_sem_sw,palavras_unicas_sem_sw,diversidade_lexical_sem_sw,n_verbos,n_substantivos,n_adjetivos,n_adverbios,n_preposicoes,n_auxiliares,n_conj_coordenadas,n_determinantes,n_pronomes,n_nomes_proprios,n_pontuacoes,n_conj_subordinadas,profundidade_media_sentencas,profundidade_minima_sentencas,profundidade_maxima_sentencas,diversidade_deps,n_oracoes_subordinadas,n_cc,n_conj,n_mark,n_discourse,n_entidades_total,diversidade_entidades,n_marcadores_exatos,n_marcadores_semanticos,similaridade_sentencas_argumentativas_media,similaridade_sentencas_argumentativas_min,similaridade_sentencas_argumentativas_max,similaridade_sentencas_argumentativas_std,similaridade_redacao_tema,nota_c3
4869,20,5,10,5,20.55,12.15,4,1,2,1,102.75,60.75,3,411,224,0.545,243,187,0.7695,51,121,39,23,72,11,19,52,7,8,60,12,5.9,3,9,29,30,23,22,11,0,3,2,10,0,0.6733,0.5513,0.8018,0.0701,0.9121,160
4870,5,2,1,2,47.4,25.2,3,1,1,1,79.0,42.0,2,237,138,0.5823,126,100,0.7937,41,46,14,16,21,12,15,32,19,0,12,21,9.8,7,13,27,28,15,13,16,0,0,0,4,0,0.0,0.0,0.0,0.0,0.901,120
4871,16,3,9,4,23.38,12.81,4,1,2,1,93.5,51.25,3,374,202,0.5401,205,159,0.7756,38,108,35,15,69,16,8,50,14,14,50,17,6.29,3,9,28,23,10,10,16,0,7,3,11,0,0.729,0.6108,0.7998,0.058,0.9324,160
4872,5,1,3,1,58.0,32.0,5,1,3,1,58.0,32.0,2,290,161,0.5552,160,126,0.7875,26,82,24,16,55,12,18,36,12,7,31,3,9.2,6,12,28,12,18,23,4,0,3,1,10,0,0.8586,0.8539,0.8634,0.0067,0.9331,120
4873,14,3,8,3,23.5,13.07,4,1,2,1,82.25,45.75,3,329,182,0.5532,183,140,0.765,35,84,33,15,55,15,8,41,7,27,43,15,6.31,4,9,31,20,9,10,15,0,14,3,7,0,0.7219,0.6422,0.7724,0.0472,0.9309,160
4874,17,4,8,5,23.0,13.47,4,1,2,1,97.75,57.25,3,391,215,0.5499,229,173,0.7555,48,109,45,24,68,13,9,50,12,5,48,14,6.33,3,12,30,30,11,10,14,0,2,2,9,0,0.7225,0.5861,0.8299,0.0828,0.9169,160
4875,13,3,6,4,20.0,12.0,4,1,2,1,65.0,39.0,2,260,169,0.65,156,131,0.8397,33,77,20,12,46,7,1,36,12,14,33,7,6.29,4,11,29,16,2,1,7,0,6,3,6,0,0.7465,0.685,0.7872,0.041,0.9278,120
4876,12,3,6,3,27.92,15.25,4,1,2,1,83.75,45.75,3,335,193,0.5761,183,148,0.8087,46,90,15,31,59,14,10,39,17,10,31,11,6.86,1,12,30,25,11,13,11,0,9,4,15,0,0.7206,0.6235,0.7937,0.0627,0.9102,160
4877,15,3,8,4,30.07,17.87,4,1,2,1,112.75,67.0,3,451,276,0.612,268,233,0.8694,61,122,48,13,68,17,18,49,25,13,64,23,7.53,4,10,31,37,20,23,22,0,6,3,16,0,0.7534,0.6513,0.882,0.0831,0.9189,160
4878,10,3,5,2,24.8,14.9,4,1,2,1,62.0,37.25,2,248,174,0.7016,149,138,0.9262,32,73,20,10,38,8,9,40,9,4,40,8,6.3,4,10,28,15,8,11,9,0,2,1,6,0,0.7237,0.6619,0.7597,0.046,0.9206,120
4879,7,2,3,2,34.29,20.43,4,1,2,1,60.0,35.75,2,240,151,0.6292,143,117,0.8182,33,70,25,7,40,7,6,30,10,2,25,10,8.25,5,12,30,20,6,6,10,0,2,2,7,0,0.7733,0.754,0.7926,0.0274,0.9276,120
4880,6,5,0,1,20.0,12.0,2,1,0,1,60.0,36.0,1,120,93,0.775,72,66,0.9167,11,36,16,6,23,5,3,14,7,1,13,1,5.86,4,9,24,4,3,4,1,0,2,2,1,0,0.0,0.0,0.0,0.0,0.8762,80
4881,16,4,8,4,27.5,15.5,4,1,2,1,110.0,62.0,3,440,234,0.5318,248,192,0.7742,50,122,48,19,72,11,12,62,16,12,55,21,7.31,4,12,29,24,11,14,22,0,9,3,15,0,0.7748,0.7246,0.8388,0.0423,0.9347,160
4882,13,3,7,3,22.92,13.62,4,1,2,1,74.5,44.25,3,298,179,0.6007,177,146,0.8249,42,78,21,13,53,12,8,44,12,15,39,7,5.32,1,12,28,20,9,7,8,0,7,3,17,0,0.7482,0.6851,0.7971,0.0394,0.9373,160
4883,17,3,11,3,23.41,13.65,4,1,2,1,99.5,58.0,3,398,237,0.5955,232,192,0.8276,55,106,35,15,68,10,10,48,26,11,50,15,6.59,4,10,30,27,12,11,17,0,6,4,18,0,0.7709,0.7203,0.8436,0.0366,0.9331,160
4884,9,3,4,2,24.0,14.0,4,1,2,1,54.0,31.5,2,216,142,0.6574,126,105,0.8333,29,56,22,9,33,6,11,26,9,5,19,10,6.2,2,10,27,14,12,10,11,0,3,3,3,0,0.7445,0.7153,0.7896,0.0396,0.9526,120
4885,16,4,9,3,23.44,13.0,4,1,2,1,93.75,52.0,2,375,214,0.5707,208,165,0.7933,47,102,47,18,59,15,13,45,13,1,33,15,7.19,4,11,29,25,16,15,17,0,2,2,11,0,0.7424,0.6796,0.8123,0.0538,0.9501,120
4886,8,2,4,2,38.75,22.62,4,1,2,1,77.5,45.25,2,310,204,0.6581,181,169,0.9337,33,94,30,13,67,7,6,39,10,11,46,6,6.82,1,11,28,21,7,8,8,0,4,3,14,0,0.7993,0.7743,0.8119,0.0216,0.9242,120
4887,7,2,3,2,28.86,15.71,4,1,2,1,50.5,27.5,2,202,124,0.6139,110,90,0.8182,21,51,17,16,30,13,7,23,6,9,28,10,6.86,4,9,29,13,7,9,8,0,6,2,7,0,0.8017,0.7812,0.8222,0.029,0.9329,120
4888,12,3,5,4,29.17,16.0,4,1,2,1,87.5,48.0,3,350,214,0.6114,192,174,0.9062,38,94,37,19,61,12,6,39,21,20,40,11,7.0,5,11,28,17,7,7,13,0,8,4,8,0,0.7613,0.7371,0.7928,0.0232,0.9439,160
4889,12,4,6,2,21.67,12.17,4,1,2,1,65.0,36.5,2,260,172,0.6615,146,136,0.9315,30,72,20,14,42,10,12,34,11,8,43,6,5.67,3,9,29,15,12,17,7,0,6,3,6,0,0.7084,0.629,0.7678,0.0504,0.9375,120
4890,15,3,8,4,31.33,18.53,4,1,2,1,117.5,69.5,3,470,263,0.5596,278,217,0.7806,52,138,58,20,94,14,13,49,19,16,74,12,7.2,3,12,31,28,14,19,13,0,8,4,19,0,0.7595,0.6749,0.8411,0.0569,0.9504,160
4891,10,1,6,3,31.3,20.8,7,1,5,1,44.71,29.71,2,313,193,0.6166,208,159,0.7644,48,88,30,17,50,8,11,40,15,1,37,9,7.9,6,11,28,29,11,15,11,0,1,1,12,0,0.8175,0.7765,0.8316,0.0232,0.9291,120
4892,10,3,3,4,28.6,16.7,4,1,2,1,71.5,41.75,3,286,166,0.5804,167,135,0.8084,27,80,28,9,58,8,10,36,7,18,44,10,6.09,1,9,28,17,11,11,9,0,13,3,7,0,0.8138,0.8097,0.818,0.0058,0.9342,160
4893,11,3,5,3,26.18,14.82,4,1,2,1,72.0,40.75,2,288,168,0.5833,163,132,0.8098,30,86,30,9,54,11,7,38,7,6,42,13,6.0,2,9,29,16,7,7,13,0,4,3,9,0,0.7713,0.7425,0.8166,0.0318,0.9422,120
4894,13,4,6,3,23.46,14.08,4,1,2,1,76.25,45.75,2,305,181,0.5934,183,147,0.8033,37,88,30,13,57,5,13,33,14,16,34,4,6.21,2,11,31,13,14,14,6,0,9,4,10,0,0.7281,0.6559,0.8203,0.0663,0.9507,120
4895,15,4,9,2,23.93,13.87,5,1,3,1,71.8,41.6,3,359,207,0.5766,208,162,0.7788,47,94,27,19,70,11,18,38,16,24,42,5,5.57,1,10,29,26,18,15,5,0,10,3,6,0,0.7687,0.6528,0.8137,0.0522,0.9419,160
4896,14,4,6,4,25.36,14.5,4,1,2,1,88.75,50.75,2,355,215,0.6056,203,172,0.8473,54,91,31,16,58,11,10,43,19,14,34,12,6.47,2,10,32,26,10,12,14,0,8,4,10,0,0.7387,0.6812,0.7878,0.0469,0.9402,120
4897,4,1,2,1,50.0,30.5,4,1,2,1,50.0,30.5,2,200,142,0.71,122,111,0.9098,36,55,22,8,24,5,14,26,3,1,31,8,6.8,5,9,26,22,14,21,8,0,1,1,2,0,0.8496,0.8496,0.8496,0.0,0.9375,120
4898,6,2,3,1,49.17,28.5,4,1,2,1,73.75,42.75,2,295,177,0.6,171,141,0.8246,46,70,28,13,48,12,8,27,11,12,33,22,8.8,5,12,32,31,8,12,22,0,6,2,9,0,0.707,0.6982,0.7157,0.0124,0.9373,120
4899,14,4,8,2,30.71,18.21,4,1,2,1,107.5,63.75,3,430,225,0.5233,255,188,0.7373,57,122,41,20,84,7,12,45,12,21,46,15,7.29,5,9,31,37,12,14,14,0,10,4,13,0,0.8054,0.7394,0.8575,0.0405,0.948,160
4900,43,16,16,11,11.02,5.84,4,1,2,1,118.5,62.75,2,474,250,0.5274,251,202,0.8048,71,109,38,42,43,22,25,62,29,5,61,26,4.3,2,8,30,35,25,27,26,0,8,4,9,0,0.6095,0.4942,0.8101,0.0822,0.9133,120
4901,19,2,7,10,17.89,9.58,4,1,2,1,85.0,45.5,1,340,194,0.5706,182,153,0.8407,37,89,27,17,61,15,16,42,13,8,43,12,5.68,3,12,30,19,18,18,12,0,6,4,5,0,0.7443,0.664,0.8084,0.0537,0.9412,80
4902,16,4,8,4,24.69,14.44,4,1,2,1,98.75,57.75,3,395,212,0.5367,231,176,0.7619,46,112,44,11,83,9,10,41,12,16,48,13,6.17,1,12,28,25,12,12,11,0,14,4,14,0,0.7422,0.6529,0.8554,0.0714,0.9371,160
4903,16,3,8,5,22.56,12.88,4,1,2,1,90.25,51.5,3,361,197,0.5457,206,155,0.7524,41,113,36,10,73,8,9,38,16,6,53,14,6.11,3,12,33,17,11,12,11,0,7,3,11,0,0.7297,0.5635,0.8178,0.0926,0.9443,160
4904,16,4,8,4,20.88,12.25,4,1,2,1,83.5,49.0,3,334,197,0.5898,196,155,0.7908,51,79,29,21,53,16,7,32,20,12,50,19,6.62,3,10,30,31,10,11,18,0,7,3,15,0,0.7293,0.6453,0.8298,0.055,0.9342,160
4905,14,5,5,4,28.36,17.0,3,1,1,1,132.33,79.33,3,397,231,0.5819,238,191,0.8025,60,102,33,17,81,18,9,38,17,21,50,10,6.93,2,11,31,38,11,12,11,0,10,4,15,0,0.7879,0.7677,0.8107,0.0198,0.9461,160
4906,6,1,4,1,37.0,22.5,4,1,2,1,55.5,33.75,1,222,134,0.6036,135,101,0.7481,31,69,19,8,40,4,8,30,10,5,29,3,7.83,6,12,29,20,9,8,3,0,6,3,5,0,0.7686,0.7397,0.7976,0.0289,0.9227,80
4907,12,3,6,3,26.92,14.5,4,1,2,1,80.75,43.5,2,323,187,0.5789,174,150,0.8621,38,89,30,8,55,13,13,35,18,13,46,16,6.23,2,10,31,25,13,13,18,0,9,4,6,0,0.7772,0.7438,0.81,0.0267,0.9474,120
4908,12,3,6,3,22.33,12.5,4,1,2,1,67.0,37.5,2,268,161,0.6007,150,129,0.86,35,67,17,15,46,12,6,33,20,13,36,8,6.83,3,9,30,17,6,9,8,0,8,3,2,0,0.7331,0.6663,0.7819,0.0463,0.9244,120
4909,6,1,4,1,49.33,29.5,5,1,3,1,59.2,35.4,2,296,181,0.6115,177,143,0.8079,43,69,30,15,38,8,18,30,21,15,39,13,7.0,3,11,28,21,19,27,11,0,13,3,11,0,0.8147,0.7492,0.8813,0.0661,0.9532,120
4910,14,3,7,4,22.14,13.29,4,1,2,1,77.5,46.5,3,310,193,0.6226,186,155,0.8333,39,82,33,15,65,9,7,28,9,24,56,6,6.07,3,10,29,24,7,9,8,0,12,4,8,0,0.6438,0.5609,0.7975,0.0846,0.9436,160
4911,13,4,6,3,22.38,12.92,4,1,2,1,72.75,42.0,2,291,182,0.6254,168,145,0.8631,28,76,32,24,47,7,10,40,8,14,47,11,5.5,3,8,28,16,10,14,10,0,8,4,12,0,0.6886,0.6488,0.7133,0.027,0.9381,120
4912,14,3,7,4,23.93,13.79,4,1,2,1,83.75,48.25,2,335,191,0.5701,193,147,0.7617,41,86,31,18,67,12,6,37,10,18,49,12,6.67,2,12,27,25,8,8,13,0,10,3,13,0,0.7497,0.6857,0.8422,0.0672,0.9518,120
4913,15,4,8,3,24.2,14.0,4,1,2,1,90.75,52.5,3,363,208,0.573,210,170,0.8095,43,103,33,15,69,9,11,44,14,14,51,13,7.73,4,16,29,27,12,13,13,0,11,4,12,0,0.7433,0.6697,0.8026,0.0496,0.9274,160
4914,15,3,8,4,22.0,13.13,4,1,2,1,82.5,49.25,2,330,205,0.6212,197,163,0.8274,37,84,38,23,63,7,7,40,15,6,52,12,6.0,3,10,29,21,7,8,11,0,5,3,6,0,0.7796,0.7125,0.8354,0.047,0.9574,120
4915,8,2,4,2,30.88,18.12,4,1,2,1,61.75,36.25,2,247,154,0.6235,145,115,0.7931,36,58,27,15,44,6,6,26,13,11,32,7,8.62,5,12,29,24,8,7,9,0,9,3,7,0,0.7704,0.6974,0.8358,0.0695,0.9322,120
4916,11,2,6,3,34.0,19.82,4,1,2,1,93.5,54.5,3,374,207,0.5535,218,172,0.789,47,98,39,14,75,13,6,45,15,12,37,10,8.45,5,12,31,23,6,7,11,0,5,4,7,0,0.7968,0.7638,0.8269,0.0227,0.9513,160
4917,16,3,9,4,24.5,13.75,4,1,2,1,98.0,55.0,3,392,210,0.5357,220,166,0.7545,41,111,36,15,76,13,9,48,16,15,51,15,6.56,3,11,31,23,9,10,11,0,15,4,15,0,0.7362,0.676,0.8444,0.0578,0.9363,160
4918,4,1,2,1,44.5,28.25,3,1,1,1,59.33,37.67,2,178,116,0.6517,113,90,0.7965,30,52,17,10,22,6,6,21,8,2,19,3,9.75,6,15,26,20,7,11,4,0,2,2,7,0,0.6481,0.6481,0.6481,0.0,0.8713,120
4919,16,3,10,3,22.25,13.06,4,1,2,1,89.0,52.25,3,356,205,0.5758,209,174,0.8325,42,100,38,14,73,9,6,45,13,11,48,12,6.69,4,13,30,20,8,8,10,0,9,4,11,0,0.7191,0.6158,0.7882,0.0559,0.9288,160
4920,9,2,5,2,21.56,13.67,4,1,2,1,48.5,30.75,2,194,135,0.6959,123,105,0.8537,24,58,24,9,24,7,6,21,8,3,39,10,5.42,1,8,29,12,6,16,8,0,2,1,6,0,0.7547,0.6485,0.8164,0.0732,0.9207,120
4921,13,3,7,3,26.85,15.69,4,1,2,1,87.25,51.0,3,349,207,0.5931,204,165,0.8088,42,87,42,18,62,15,8,34,9,16,45,16,5.93,1,8,30,28,11,7,15,0,11,4,10,0,0.783,0.7486,0.8273,0.0287,0.9405,160
4922,14,3,8,3,19.71,11.71,4,1,2,1,69.0,41.0,2,276,161,0.5833,164,127,0.7744,30,77,33,9,55,6,9,35,8,16,35,7,6.07,3,9,28,13,10,8,6,0,6,3,9,0,0.7058,0.5873,0.7818,0.0676,0.9217,120
4923,11,3,6,2,31.18,18.0,5,1,3,1,68.6,39.6,2,343,193,0.5627,198,159,0.803,31,99,39,22,65,9,16,38,12,10,38,7,6.29,1,10,27,19,18,19,8,0,5,4,12,0,0.8266,0.7922,0.8598,0.0256,0.9581,120
4924,13,3,7,3,17.38,10.77,5,1,3,1,45.2,28.0,2,226,156,0.6903,140,120,0.8571,33,58,22,14,33,11,8,21,12,5,28,9,5.85,4,9,28,19,8,8,9,0,4,2,8,0,0.5895,0.2489,0.7874,0.2428,0.9403,120
4925,9,2,4,3,40.11,21.11,4,1,2,1,90.25,47.5,2,361,205,0.5679,190,156,0.8211,28,105,29,11,71,19,16,46,19,12,33,6,6.5,2,9,29,17,16,17,5,0,10,4,11,0,0.8229,0.7779,0.8469,0.0389,0.9298,120
4926,14,3,6,5,24.93,14.36,4,1,2,1,87.25,50.25,4,349,193,0.553,201,159,0.791,40,100,29,11,78,7,10,44,16,11,46,6,6.6,3,11,29,17,10,12,5,0,8,3,14,0,0.8171,0.7554,0.8845,0.0566,0.9501,200
4927,12,4,5,3,28.75,17.67,4,1,2,1,86.25,53.0,3,345,187,0.542,212,155,0.7311,43,86,39,25,62,10,10,35,15,9,57,11,6.92,4,14,30,29,15,12,13,0,7,2,21,0,0.8101,0.7608,0.8573,0.045,0.9261,160
4928,18,4,10,4,24.94,14.83,4,1,2,1,112.25,66.75,2,449,264,0.588,267,225,0.8427,57,112,47,21,87,10,10,49,19,29,70,13,7.67,4,13,29,26,10,9,14,0,21,4,16,0,0.7222,0.6768,0.7675,0.0319,0.9184,120
4929,17,4,9,4,25.35,14.35,4,1,2,1,107.75,61.0,2,431,232,0.5383,244,189,0.7746,40,124,48,18,88,14,11,49,20,14,54,11,6.32,3,10,31,16,12,11,11,0,10,3,12,0,0.7105,0.5903,0.785,0.0717,0.9389,120
4930,9,5,3,1,22.89,12.67,3,1,1,1,68.67,38.0,1,206,128,0.6214,114,98,0.8596,28,50,22,12,38,1,6,20,18,3,23,8,6.0,4,14,23,11,6,7,8,0,3,3,5,0,0.7508,0.7344,0.7671,0.0231,0.935,80
4931,10,2,5,3,35.5,19.0,4,1,2,1,88.75,47.5,3,355,195,0.5493,190,157,0.8263,46,96,27,15,52,13,21,49,18,10,31,11,7.5,4,12,30,24,21,23,11,0,6,4,5,0,0.808,0.7818,0.8441,0.0261,0.9518,160
4932,15,3,8,4,20.6,12.27,4,1,2,1,77.25,46.0,3,309,194,0.6278,184,157,0.8533,42,83,31,9,64,12,7,29,13,15,46,9,6.21,4,9,28,21,8,7,6,0,10,4,12,0,0.6757,0.5787,0.7686,0.0668,0.9424,160
4933,10,3,5,2,27.8,16.9,4,1,2,1,69.5,42.25,2,278,183,0.6583,169,145,0.858,30,73,31,8,48,7,11,35,5,21,50,11,6.67,5,9,30,20,11,19,10,0,9,3,6,0,0.7459,0.6754,0.7975,0.0516,0.9425,120
4934,7,2,3,2,30.43,19.14,4,1,2,1,53.25,33.5,2,213,147,0.6901,134,121,0.903,28,62,17,15,36,7,4,23,8,8,26,7,6.44,1,10,27,21,5,4,7,0,4,3,7,0,0.751,0.7269,0.7751,0.0341,0.9003,120
4935,14,3,8,3,23.79,14.64,4,1,2,1,83.25,51.25,3,333,188,0.5646,205,155,0.7561,41,93,34,16,56,12,11,36,11,8,42,20,6.33,2,10,29,27,11,11,22,0,8,4,14,0,0.6972,0.5754,0.8238,0.0799,0.943,160
4936,17,3,10,4,23.59,15.0,4,1,2,1,100.25,63.75,3,401,249,0.6209,255,212,0.8314,55,102,65,22,60,10,25,39,7,17,61,9,6.25,3,9,29,33,28,25,11,0,6,3,8,0,0.7454,0.709,0.7865,0.0299,0.9041,160
4937,9,3,3,3,28.11,17.22,3,1,1,1,84.33,51.67,2,253,152,0.6008,155,113,0.729,46,56,13,18,36,7,7,32,11,17,34,11,6.78,4,11,26,32,8,10,12,0,12,4,13,0,0.7898,0.7721,0.8075,0.0251,0.9349,120
4938,8,3,2,3,22.38,13.38,4,1,2,1,44.75,26.75,2,179,111,0.6201,107,85,0.7944,20,48,23,6,30,5,7,26,5,5,28,5,6.1,2,14,29,12,8,9,5,0,2,1,6,0,0.8579,0.8579,0.8579,0.0,0.9224,120
4939,9,3,3,3,26.0,16.11,4,1,2,1,58.5,36.25,1,234,159,0.6795,145,124,0.8552,36,66,19,12,40,7,7,33,6,12,27,4,6.78,4,10,27,26,7,7,4,0,4,2,7,0,0.737,0.7243,0.7498,0.018,0.9286,80
4940,15,4,8,3,27.27,15.47,4,1,2,1,102.25,58.0,3,409,226,0.5526,232,185,0.7974,38,117,39,18,85,11,8,55,10,27,64,15,6.88,1,14,27,25,8,9,16,0,18,4,14,0,0.7271,0.6941,0.7692,0.0257,0.924,160
4941,9,3,3,3,35.89,19.78,4,1,2,1,80.75,44.5,3,323,197,0.6099,178,158,0.8876,40,79,26,25,52,8,13,38,19,9,43,11,8.0,5,10,31,24,13,17,10,0,8,4,13,0,0.839,0.8385,0.8395,0.0007,0.9355,160
4942,9,2,5,2,39.67,22.78,4,1,2,1,89.25,51.25,3,357,220,0.6162,205,175,0.8537,38,101,37,12,80,8,6,40,21,9,44,9,7.08,1,14,29,24,6,9,9,0,5,3,3,0,0.7712,0.6038,0.8833,0.1186,0.9447,160
4943,13,2,7,4,30.69,17.77,4,1,2,1,99.75,57.75,3,399,245,0.614,231,204,0.8831,37,108,42,18,82,10,10,51,14,19,54,13,7.62,5,11,28,24,12,13,13,0,12,3,6,0,0.7929,0.7596,0.8317,0.0278,0.9479,160
4944,12,3,6,3,15.33,8.25,4,1,2,1,46.0,24.75,2,184,119,0.6467,99,83,0.8384,31,34,15,12,26,6,3,23,17,5,20,10,5.31,3,8,29,19,4,3,14,0,4,3,7,0,0.7365,0.7078,0.7937,0.0335,0.9232,120
4945,13,3,7,3,25.08,14.23,4,1,2,1,81.5,46.25,2,326,190,0.5828,185,149,0.8054,35,78,39,22,51,21,10,40,11,6,31,12,6.77,5,10,28,24,12,14,13,0,4,2,9,0,0.7497,0.6933,0.7914,0.0327,0.9497,120
4946,15,4,8,3,17.8,10.67,4,1,2,1,66.75,40.0,2,267,180,0.6742,160,143,0.8938,37,63,24,20,49,6,11,20,16,17,30,8,5.8,2,10,27,20,11,9,8,0,10,4,11,0,0.5679,0.4098,0.6939,0.1066,0.9249,120
4947,11,3,5,3,35.27,19.73,3,1,1,1,129.33,72.33,2,388,223,0.5747,217,175,0.8065,60,98,25,25,63,17,18,41,23,5,36,13,8.18,4,16,29,33,19,22,10,0,3,2,10,0,0.7282,0.6689,0.7874,0.0531,0.9112,120
4948,12,3,6,3,23.5,13.83,4,1,2,1,70.5,41.5,3,282,171,0.6064,166,132,0.7952,25,83,29,10,63,6,11,30,5,18,50,6,6.08,3,9,28,15,12,12,6,0,11,4,12,0,0.7359,0.6831,0.7798,0.0349,0.9277,160
4949,10,3,5,2,32.0,18.5,6,1,4,1,53.33,30.83,2,320,202,0.6312,185,159,0.8595,48,86,23,17,57,14,18,28,8,11,48,11,8.1,6,11,30,32,20,19,10,0,6,4,17,0,0.7549,0.7342,0.7781,0.0233,0.9376,120
4950,9,2,4,3,37.11,22.56,4,1,2,1,83.5,50.75,3,334,239,0.7156,203,195,0.9606,43,92,27,15,59,9,16,40,14,18,46,5,6.08,2,11,27,20,16,17,5,0,7,3,7,0,0.7997,0.7697,0.8412,0.0371,0.9492,160
4951,15,3,9,3,26.2,15.93,4,1,2,1,98.25,59.75,3,393,224,0.57,239,184,0.7699,52,111,47,14,67,7,21,45,15,10,55,10,6.8,5,12,30,26,22,23,12,0,2,2,7,0,0.7756,0.7617,0.7953,0.0138,0.9388,160
4952,10,3,4,3,27.1,16.7,4,1,2,1,67.75,41.75,2,271,173,0.6384,167,142,0.8503,37,74,33,16,33,6,12,40,11,6,39,10,7.3,5,14,28,23,13,14,10,0,2,2,6,0,0.811,0.792,0.837,0.0233,0.945,120
4953,13,3,7,3,22.92,13.62,4,1,2,1,74.5,44.25,3,298,194,0.651,177,155,0.8757,40,81,33,18,57,8,12,24,18,10,35,7,6.62,2,11,31,16,14,12,7,0,4,3,7,0,0.7076,0.689,0.7356,0.016,0.9315,160
4954,16,3,8,5,28.81,17.56,4,1,2,1,115.25,70.25,3,461,247,0.5358,281,206,0.7331,50,125,40,24,92,20,10,53,15,23,60,14,6.83,3,9,30,26,13,14,16,0,12,4,28,0,0.7766,0.7354,0.8122,0.0317,0.9328,160
4955,14,3,6,5,19.57,11.07,4,1,2,1,68.5,38.75,2,274,169,0.6168,155,129,0.8323,30,75,27,12,58,14,2,34,4,12,41,13,5.87,4,9,28,15,3,7,12,0,7,4,11,0,0.6878,0.6498,0.7141,0.0286,0.9313,120
4956,11,3,5,3,30.27,17.64,3,1,1,1,111.0,64.67,2,333,219,0.6577,194,180,0.9278,34,97,30,11,74,10,10,32,15,18,41,7,6.21,2,10,28,16,11,16,7,0,9,4,5,0,0.7944,0.756,0.8379,0.0336,0.9516,120
4957,9,2,4,3,25.67,15.89,4,1,2,1,57.75,35.75,2,231,149,0.645,143,119,0.8322,25,64,28,12,40,6,11,26,8,6,28,5,5.9,4,8,28,12,11,9,5,0,5,2,3,0,0.6881,0.6273,0.7611,0.0677,0.9256,120
4958,35,8,13,14,10.77,5.86,4,1,2,1,94.25,51.25,1,377,235,0.6233,205,182,0.8878,54,83,34,30,39,17,21,53,24,8,67,13,4.14,2,6,28,27,21,23,15,0,8,4,5,0,0.6031,0.4661,0.7095,0.0785,0.9261,80
4959,14,2,8,4,25.57,14.86,4,1,2,1,89.5,52.0,3,358,204,0.5698,208,164,0.7885,47,102,19,20,74,9,7,46,13,15,51,6,6.93,4,11,29,33,7,8,6,0,12,4,8,0,0.7189,0.6572,0.8007,0.0516,0.9282,160
4960,10,3,5,2,26.7,15.3,4,1,2,1,66.75,38.25,2,267,163,0.6105,153,130,0.8497,25,70,26,15,55,6,8,40,7,8,34,8,6.6,4,12,25,15,10,8,8,0,4,2,10,0,0.7887,0.7416,0.8919,0.0699,0.9415,120
4961,13,3,7,3,27.31,14.46,4,1,2,1,88.75,47.0,3,355,206,0.5803,188,154,0.8191,44,80,29,23,60,11,13,43,20,18,59,18,5.87,2,8,32,26,14,15,16,0,10,4,17,0,0.6276,0.509,0.7124,0.0686,0.9459,160
4962,12,3,6,3,31.58,18.17,4,1,2,1,94.75,54.5,4,379,210,0.5541,218,168,0.7706,44,93,40,16,59,20,13,40,13,24,48,24,7.33,5,11,31,28,14,16,24,0,12,4,15,0,0.8204,0.779,0.8676,0.0341,0.9539,200
4963,9,2,5,2,32.78,19.0,4,1,2,1,73.75,42.75,2,295,176,0.5966,171,135,0.7895,38,80,32,16,50,11,11,33,15,3,38,9,7.67,5,12,28,18,12,16,10,0,1,1,5,0,0.7755,0.7504,0.809,0.0254,0.9469,120
4964,13,2,8,3,20.15,11.69,4,1,2,1,65.5,38.0,2,262,173,0.6603,152,139,0.9145,26,76,27,12,43,11,10,37,5,10,45,7,5.92,4,10,28,15,10,12,8,0,6,3,7,0,0.6883,0.5976,0.7807,0.0598,0.9316,120
4965,13,3,6,4,32.77,18.46,4,1,2,1,106.5,60.0,4,426,249,0.5845,240,201,0.8375,68,110,27,17,81,14,9,46,19,16,50,25,7.43,4,12,29,47,12,13,22,0,10,3,19,0,0.723,0.6004,0.8533,0.1133,0.9441,200
4966,16,4,7,5,24.31,14.62,4,1,2,1,97.25,58.5,3,389,208,0.5347,234,166,0.7094,46,107,40,19,65,12,9,48,13,19,48,18,5.63,1,10,29,27,12,14,19,0,10,3,20,0,0.7631,0.6012,0.8205,0.0814,0.9465,160
4967,9,3,5,1,39.0,22.11,4,1,2,1,87.75,49.75,3,351,197,0.5613,199,149,0.7487,39,110,33,10,72,12,4,43,9,10,35,11,6.17,2,10,29,21,4,10,9,0,6,3,10,0,0.7703,0.7223,0.8192,0.0407,0.9308,160
4968,16,4,8,4,23.75,14.5,4,1,2,1,95.0,58.0,3,380,239,0.6289,232,202,0.8707,44,108,43,17,75,5,6,44,15,18,55,11,6.38,5,9,30,24,8,7,14,0,11,3,10,0,0.7743,0.7089,0.807,0.0346,0.9324,160
